id,formula,n_atoms,theta,lam,omega
agm050824978,Sc4TlCd3,8,25.53,0.4152,286.51
agm006658694,CeH5Ru,14,162.78,0.6918,732.78
agm003429948,Tb2CeSb3,6,95.8,1.099,242.51
agm043146679,Tb3Sb2Se,6,119.35,1.255,251.79
agm002193659,LaZnAu,9,103.71,1.1092,247.0
agm100307452,La2GeAu3,6,91.7,1.0685,226.01
agm037149952,La3Zn2Au,6,64.35,0.7472,231.5
agm002277093,La2Ge2Au,10,101.01,1.0414,258.84
agm017943315,La2Ge3Au,6,94.86,0.955,270.97
agm003177223,Ta2NiP,4,62.84,0.608,314.49
agm002178738,TaNiP,12,80.4,0.6515,362.96
agm008123271,Ta4Ti,5,5.5,0.2623,235.86
agm069133948,SrBrCl,3,231.31,2.149,361.46
agm088205834,Ce2MgTl,8,36.91,0.5268,240.5
agm006077260,Pu3MgSn4,8,49.45,0.6557,218.39
agm035121709,Ac2La3Mg,6,6.32,0.292,193.97
agm037279684,Ac3La2Mg,6,6.17,0.2988,183.29
agm019002223,Zr3(ZnAg2)2,9,58.93,0.6007,311.85
agm043936790,Y2Ir3Os,12,65.76,0.7792,236.39
agm117432366,Sr2CaCl6,9,290.69,2.1751,440.48
agm001161182,TbDyHg2,4,46.02,0.6897,191.18
agm003731398,AcTaGe3,10,67.91,0.7292,273.05
agm108078075,LiEr3Pt2,6,77.78,0.913,230.45
agm102403569,ErCu4Pt,6,57.24,0.5904,315.2
agm085043864,Ta4GaC3,16,127.94,0.9905,358.2
agm006132676,Zn6CdRh5,12,71.52,0.616,351.13
agm157990880,Ac2EuPt2,5,91.67,1.282,208.7
agm001123712,TbYPd2,4,78.28,0.8127,257.02
agm001963071,CsTlPd2,4,77.09,0.8814,243.07
agm036047952,Pm2Pr4Nd,7,3.93,0.2513,206.76
agm102659221,Pm2(NdDy)3,8,6.01,0.2868,199.83
agm079040850,PrNd3Dy4,8,6.46,0.2939,199.32
agm110443216,PrNd2Dy5,8,6.47,0.2943,198.44
agm125609635,Pm2(PrDy)3,8,6.93,0.2939,201.44
agm078626271,Sr2In2I,5,97.61,1.1365,252.43
agm127611057,Pm3Pr3Nd2,8,4.04,0.2541,205.59
agm048344147,Pr5Dy3,8,6.85,0.2973,203.36
agm012380684,PrNd6Dy,8,4.9,0.2702,202.18
agm025159042,Pm2Pr2Nd2Dy,7,5.82,0.2761,202.86
agm144088775,Pm3PrNd4,8,3.95,0.2552,204.61
agm003205650,TaFeTe3,10,56.57,0.6197,292.71
agm009717054,Pr5Dy2,7,5.73,0.2847,204.62
agm013314430,PmPr2Dy,4,5.54,0.2838,203.08
agm024593606,Pm2Pr2NdDy2,7,6.59,0.2933,201.4
agm003774540,Ni6SnAs,8,18.21,0.322,417.89
agm044552421,PrNd4Dy3,8,6.18,0.2849,201.24
agm034826452,PrNd2Dy3,6,7.24,0.301,199.04
agm002348383,AcNi2Sn,4,53.23,0.6169,279.41
agm005666858,Sm2Zn3Pt,6,77.68,0.7545,276.15
agm002257795,Rb3YBr6,10,193.85,2.032,303.74
agm046687640,Sc4AlIn3,8,44.49,0.4892,343.24
agm034364586,Sr3CaHg4,8,64.77,0.8281,210.12
agm143112904,LuMgAu4,6,92.94,1.0,236.45
agm002138562,Cs4BeAs2,7,59.19,0.7284,229.95
agm001930981,RbGa2Pt,4,70.14,0.7786,259.02
agm001832382,AcLaCd,3,22.96,0.4736,188.76
agm109791780,AcLa3Cd4,8,34.45,0.5534,208.42
agm002166344,NaSiAu,6,130.85,1.069,329.8
agm002181328,Gd3In3Ru2,8,62.98,0.694,254.4
agm005963053,CaPm3Tl4,8,29.05,0.5229,194.2
agm003603349,CrTeSe,6,106.6,0.8485,370.94
agm056022501,LaNdCd4,6,48.43,0.637,240.46
agm009667159,Ac2La3Nd2,7,3.94,0.2637,182.51
agm013845077,AcLaNd,6,3.79,0.258,180.15
agm003771724,LaNdCd6,8,35.23,0.5177,245.78
agm019287254,AcLa3Nd2,6,4.76,0.27,190.67
agm023732177,Ac2La3Nd2,7,4.34,0.2689,182.75
agm019390397,AcLaNd6,8,4.5,0.268,193.32
agm001126458,LaNd2Cd,4,20.46,0.4199,212.77
agm034693472,Ce3In2Sn,6,65.57,0.7684,237.1
agm097189285,Si5Ge3,8,25.15,0.3242,554.71
agm005948726,Zr4Zn3Ir,8,49.04,0.5657,307.68
agm008086893,Th4Sc,5,3.93,0.2644,181.89
agm055105218,Ce3PmIn4,8,46.94,0.6453,232.12
agm001125345,Ac2CdAu,4,54.13,0.848,176.45
agm042574039,La2SnRh2,5,102.34,1.0497,275.89
agm037041509,Ho3Mg2Cu,6,29.26,0.4428,268.44
agm006002426,Pm4Ho3Mg,8,9.67,0.322,209.68
agm002150620,Ta2FeSe6,9,135.33,1.0827,343.06
agm128447950,CeEuN2,8,226.93,1.942,393.17
agm003553177,Tb4PdPt3,8,96.59,1.168,232.05
agm126653869,Tb2PdPt,8,101.55,1.1477,239.91
agm008828241,Ce3Ag3Pd2,8,88.57,0.9229,261.51
agm108266847,Pm3TmMg2,6,8.39,0.2998,237.56
agm040390230,CeCu3Ni2,6,55.6,0.5096,377.87
agm015010773,LiSm4Mg3,8,16.31,0.3603,265.51
agm003163941,Cd2RhAu,4,63.1,0.7015,263.94
agm005624494,La2RhAu,8,114.64,1.3107,240.52
agm005613539,Tb2(CN2)3,11,369.44,1.3937,749.0
agm046918348,Sc4Pd3Pt,8,78.04,0.6974,313.8
agm005814276,Tl(InHg)2,5,19.86,0.43,207.27
agm003178827,Tl2InHg,4,15.01,0.403,185.25
agm003082595,TlInHg,6,22.89,0.4552,200.61
agm005751667,PmInHg5,7,32.02,0.5465,198.56
agm035547650,Tl2In5Hg,8,12.93,0.3523,214.33
agm031964163,Tl3In2Hg,6,15.51,0.39,195.81
agm003178830,Tl2InHg,4,13.34,0.3715,191.53
agm003434097,AcSm2Cd3,6,30.69,0.5393,203.99
agm018181798,PmNd4Sm3,8,4.62,0.2658,199.95
agm116501879,PmNd5Sm2,8,4.58,0.2658,201.5
agm102832610,Mg4CuRh2,7,104.4,0.7163,429.75
agm005638432,LaNiCl,6,161.12,1.2832,349.52
agm105604238,Sc2BiS,8,148.6,1.096,348.91
agm031106775,Sc2TiCo3,6,67.1,0.5061,446.77
agm005778027,Ac3TbCd2,6,21.46,0.4815,177.11
agm003469585,Ac2CdSn5,8,46.48,0.6572,213.18
agm066890618,Sm6Cd5Ir,12,42.55,0.6181,221.69
agm015449269,Tb2RuRh,8,73.48,0.8414,248.93
agm006115094,CsSc5Se8,14,172.67,1.3625,363.65
agm100527508,AcLa5Pm2,8,3.93,0.2612,193.29
agm006138562,Mg4H3Ir,8,232.72,0.8508,743.22
agm002062080,CsHg2F,8,111.82,1.4913,228.98
agm003413214,Sc2Al3Zn,6,45.36,0.4234,484.64
agm003293860,PaGa,2,22.77,0.436,233.06
agm015222150,TbDy6Th,8,6.61,0.295,190.89
agm003123386,GaAgO2,8,344.52,1.69,603.27
agm006381333,H2PtS2,5,73.37,0.4814,571.81
agm002246065,CeZn2In,8,46.16,0.5417,293.15
agm005691339,YAlTc,6,54.84,0.561,348.45
agm002152090,CeGe2Pd,8,82.07,0.79,303.89
agm003584017,Sc3Cl7O,11,376.47,1.942,619.09
agm092681681,MnCo3H4,8,168.28,0.6123,883.31
agm002162212,MnGaCo2,4,32.21,0.3863,434.41
agm003600739,PmPrPb,6,66.27,0.898,197.73
agm001232653,Ce2ZnIn,4,56.38,0.6265,256.51
agm002246067,Ce2Zn2In,5,54.31,0.6325,272.05
agm006000746,Mg3InPb4,8,67.21,0.8037,229.29
agm002286998,MgInPb,12,64.8,0.76,247.19
agm015963421,NdCuPd,6,81.44,0.8224,287.68
agm002168904,ZrNiSb,3,80.31,0.7129,331.16
agm003420264,Pm2PrAu3,6,70.91,0.9751,199.75
agm006125231,Mg4MnSe5,10,203.16,1.3228,440.34
agm108251449,ScGaF6,8,566.77,2.4055,841.79
agm017951006,CeEr3Sb4,8,87.83,1.006,240.1
agm069898723,Y2CdIr,8,73.72,0.8362,265.66
agm039544603,Y3Cd2Ir,6,59.03,0.6689,257.77
agm099786303,Ta5Nb3,8,7.64,0.2886,239.71
agm082073288,Ta3Nb,8,6.3,0.2821,231.25
agm081682227,Ta3Nb,8,7.04,0.2886,231.36
agm046634168,Tb3SmRh4,8,77.42,0.8747,247.65
agm103130517,Tb3PmRh4,8,78.92,0.8559,247.15
agm003437490,Sc3In2Ag,6,45.65,0.5207,314.7
agm033319185,Ce2InHg3,6,55.62,0.745,205.08
agm108144548,CaAcAu2,8,103.78,1.4234,216.07
agm002243866,SrNdIn2,4,51.82,0.6646,225.61
agm005924728,Ca2La2Sm,5,6.6,0.2806,233.1
agm114195386,Tb4Tl2AgRh,8,51.39,0.7133,211.96
agm089347942,NdYHo2,4,5.5,0.2725,208.96
agm024515058,Nd(Y2Ho)2,7,6.16,0.2744,228.36
agm001179434,PmMgCo4,6,79.71,0.6226,388.29
agm014249686,Sr2CuGe3,6,106.86,0.886,332.08
agm035775574,Sr(Cu2Ge)2,7,53.71,0.4974,384.98
agm116302467,TbZn4Ni,6,52.98,0.5151,352.37
agm110183898,CaNd3Hg4,8,49.44,0.7238,199.32
agm088729349,InSnPb6,8,18.23,0.4293,186.54
agm002153988,MnHO2,4,574.33,1.756,1080.58
agm104011105,Rb3PSe4,16,136.86,1.2899,305.48
agm040508925,Li2SmAg3,6,112.07,0.8941,330.1
agm005941800,LiSm4Ag3,8,59.68,0.7375,240.77
agm011951517,Ca3(CuAu)2,7,132.62,1.15,312.24
agm042175223,Ce2Tl5Pb,8,39.23,0.6347,189.87
agm101818444,Rb3P2Pd7,12,103.72,0.9023,294.81
agm005125151,Ba2HgP,4,107.11,1.298,230.15
agm137344193,ScZnGa2,8,44.43,0.4765,391.77
agm043316122,MgTl3Pb2,6,35.65,0.596,194.18
agm048630223,Mg4Tl3Pb,8,42.82,0.5692,244.02
agm003182725,MgTl2Pb,4,44.16,0.6419,204.72
agm090379508,CsAgI2,8,111.49,1.3609,228.22
agm122301601,Tb4ZnAg3,8,54.96,0.6679,233.79
agm014505720,Zr2RuN2,5,278.97,1.6585,504.72
agm003204842,Nd2Ga5Cu3,10,52.02,0.5585,337.27
agm005927848,MnCrRu4,6,57.58,0.5475,367.11
agm039433602,Sc3Zn2Ga,6,40.17,0.4403,386.09
agm034495186,Sm3Ni2,5,50.5,0.6086,268.48
agm043642209,TbPm3Hg2,6,36.63,0.5975,192.59
agm003309387,Na2Ga3Pt2,7,91.19,0.8047,312.41
agm005904423,Mg4ZrCd,6,20.03,0.3278,397.42
agm001262908,YErTh,3,4.94,0.274,195.64
agm003774511,ZrSc6Cd,8,16.74,0.331,360.86
agm005777126,Zr2ScCd3,6,26.45,0.4313,283.01
agm138140538,Ca3ErCd4,8,48.48,0.5971,263.77
agm117417569,CeEuGa4,6,64.8,0.64,303.08
agm001123234,Y2TlGa,4,37.7,0.5307,249.68
agm003437945,Ce3TlGa2,6,47.63,0.626,241.96
agm020186392,Sr2PrTl3,6,35.61,0.6053,194.42
agm003416240,Pr2SmCd3,6,33.32,0.5329,219.69
agm127674973,Pm3SmCd4,8,34.87,0.5367,219.29
agm050717896,Ta3Fe8Pt,12,43.17,0.4782,334.53
agm007604692,LaSnHRh,16,93.89,0.7305,351.55
agm043446893,CeNdBiSb,4,89.48,1.0645,222.61
agm022914857,Dy2Si2BIr2,7,81.55,0.7432,309.42
agm004612174,Tb2Pm3PuS6,12,161.17,1.5415,316.23
agm088927453,CsLiCO3,12,298.76,1.7833,516.99
agm019441822,PmPrCuIr,4,101.23,1.0104,257.11
agm149033454,AcPr2SmCd4,8,34.65,0.5543,209.52
agm005018210,ScSi2IrRu,5,84.62,0.673,363.12
agm028876552,ScNbPbO5,16,359.6,1.9641,598.27
agm135613714,AlGa(AuSe2)2,8,98.5,0.757,362.25
agm144922722,GdLu3As4,8,107.6,1.0848,280.91
agm104683449,AlAuI4,6,99.69,0.916,313.05
agm002250535,AlSiSe,6,141.08,0.7589,548.46
agm036156939,KRb(YS2)2,8,202.86,1.654,402.71
agm004827443,Rb2PmDyS4,8,191.09,1.6322,340.9
agm010877674,TaCu3TeS3,8,136.92,0.8239,420.72
agm004829256,ErTl2BiS4,8,111.65,1.1095,277.3
agm104288066,SrHgGeS4,7,153.28,1.084,398.24
agm004816164,Rb2NdYS4,8,199.64,1.6294,363.62
agm005945235,Ac2TmGa2,5,44.36,0.62,209.23
agm005788615,PuPdBr6,8,154.2,1.348,322.62
agm014633686,Cs2BiBr5,8,144.32,1.834,236.79
agm090716742,KCl3,4,267.1,1.5136,517.32
agm140662255,Cs3RbBrCl3,8,180.96,2.3313,275.32
agm084152483,CsVF6,8,424.71,2.617,662.55
agm005738957,YAgBr4,6,173.14,1.4965,333.09
agm004771905,La2NdBrO4,8,202.49,1.8589,360.17
agm070043574,UGeCl6,8,210.49,1.5685,415.63
agm127750492,LaPmH6,8,222.21,1.0312,625.21
agm004813427,K4HI2Br,8,201.46,1.87,335.83
agm005542688,AcBr3,8,121.86,1.2802,243.86
agm004781625,K2RbLiCl4,16,281.37,2.1427,462.02
agm136703743,Ba4TeAsSeCl,8,139.1,1.6967,253.5
agm003471133,Rb2MnCl5,8,246.09,2.137,398.69
agm079767709,RbNbH6,8,200.75,0.6946,832.28
agm079061471,PmTl2Cd,8,27.65,0.4915,203.49
agm043942259,Ce4CS2O,8,206.43,1.7507,365.99
agm075423603,RbGaH4,6,285.27,0.898,882.84
agm051506784,Cs2USe3S,7,127.91,1.6288,254.64
agm014674675,CsSmTe2,4,92.64,1.1401,217.22
agm003158500,TeRhCl,3,93.43,0.727,368.55
agm064589584,RbCu2AgCl6,10,228.38,1.6287,454.87
agm137086254,CuAgCl3,5,222.49,1.3697,484.47
agm077660841,RbAgCl6,8,231.63,1.7458,427.6
agm043468867,KTlBrCl,4,166.05,1.906,285.7
agm001230281,Nb2VRe,4,19.03,0.3696,295.4
agm003161567,MnBrCl,3,250.04,1.609,451.47
agm011688381,Rb2PtBrCl3,7,182.67,1.873,323.89
agm005852491,Na2CaI4,7,168.08,1.786,300.3
agm005104290,RbDyO2,4,255.68,2.2755,414.12
agm004810709,Na2ZrGeTe4,8,111.2,0.97,303.4
agm004851891,CsNa2CrO4,8,312.52,1.843,547.11
agm002229390,ScSb2BrO4,8,217.35,1.4034,443.12
agm002207593,Dy2TlCu2,10,59.32,0.6858,249.43
agm140344928,CsBr4Cl,6,139.21,1.2094,318.39
agm006021658,Cs4AuCl3,8,155.47,2.2435,244.18
agm001387642,NaAcHgPb,4,67.25,0.9379,189.64
agm105708018,Na2HoLuS4,8,214.08,1.591,395.45
agm145971525,MoF3,8,414.15,1.888,700.14
agm049192398,Tb2ThScPd4,8,95.99,1.0022,264.43
agm005781744,PmZn4Ag,6,46.55,0.5097,328.98
agm063879710,KNaSO4,7,522.77,1.7913,940.67
agm028508230,MnPbF5,7,395.29,2.203,587.24
agm002154012,PrHO2,8,389.7,1.9285,647.18
agm003417812,Pm3Cd2Hg,6,40.57,0.6044,208.42
agm004823269,Na2SmTmSe4,8,168.07,1.582,324.57
agm112405124,CsMnAgBr4,7,169.89,1.633,316.24
agm019974354,SmErCuNi,4,85.36,0.7972,291.2
agm001268660,RbZnSb,3,66.16,0.8035,249.09
agm002270221,CeScF6,8,460.49,2.716,672.75
agm002362500,DyHoF6,8,370.63,2.7295,548.71
agm002173316,InSbO4,6,309.76,1.6225,600.97
agm001030924,KTeH,6,154.63,1.2001,346.34
agm006010785,K3AgF4,8,373.84,2.8443,548.19
agm136594677,KTbF4,6,334.71,2.3908,530.59
agm004765108,Cs2TlBiO4,8,234.32,2.017,369.89
agm031355652,LiCd2InTe4,8,75.36,0.7585,304.53
agm087497614,La4BiSb2Te,8,96.81,1.1095,228.96
agm117932953,Dy2GeF8,11,384.13,2.3992,558.92
agm141204615,KTeF5,7,389.64,2.374,646.63
agm005753842,Ti6BeIn,8,17.31,0.3108,436.42
agm004827863,Li2SmHoS4,8,231.88,1.591,429.81
agm048511490,Ce3NdGe4,8,97.1,0.9092,280.27
agm001333661,LiLuNiSn,4,90.62,0.8144,316.07
agm097439613,Ba2AgAuO4,8,235.78,1.9398,397.45
agm005937966,Li(SnPb)2,5,55.27,0.6839,231.62
agm133002901,LiBiSe2,4,126.76,1.1014,326.02
agm106640653,Li2CrO2F,6,663.51,2.422,979.85
agm003742720,NaNiCl4,6,340.4,1.7278,581.52
agm004763614,Rb2CeCdO4,8,254.39,2.0563,431.82
agm002266943,Dy3Zn2(CuAs2)2,11,97.79,0.8365,319.37
agm068791683,HfSnCl6,16,227.37,1.627,419.09
agm005952350,La4TlAu3,8,80.68,1.1549,200.2
agm030132038,Ce2YErHg4,8,47.14,0.6955,197.32
agm040469506,Cd2GeO4,7,339.4,1.681,621.69
agm014094339,Ca(SmY)2,5,7.25,0.2896,236.63
agm002209848,Cs2InF5,8,281.56,2.7869,409.01
agm004852159,Li2HgGeS4,8,217.87,1.2288,511.63
agm003264903,TbCl2F,8,208.26,1.546,391.43
agm002158920,CsLiS,6,193.71,1.465,377.18
agm003438435,La3Tl2Au,6,51.56,0.7417,192.72
agm003036205,TlPbAu,6,50.29,0.7256,198.73
agm015546331,K2HgF4,7,334.7,2.6958,480.96
agm039771448,Li2MnGeS4,8,297.09,1.33,644.54
agm126833137,CsRbPrTmTe4,8,103.32,1.2063,230.69
agm079043138,RbUI6,8,123.44,1.57,239.37
agm004854330,KNa2GaBr4,8,223.3,1.9038,369.25
agm004822997,NaSr2HoSe4,8,169.28,1.6315,318.3
agm003058726,In3IrCl,10,97.68,0.9736,281.54
agm065824953,KRbHgCl4,14,214.53,1.9017,357.38
agm118458610,Be4Se3S,8,289.93,1.1387,654.9
agm003204386,ZrBe4Fe,6,65.09,0.43,644.02
agm020327539,LiNdSeS,8,207.87,1.5874,397.43
agm006009856,Rb4H3Br,8,197.99,1.663,382.51
agm004753493,AcPr(NiP)2,6,100.96,0.895,328.33
agm004765253,K2ErRhO4,8,298.66,1.8646,504.95
agm155033861,KRbYBiTe4,8,94.15,1.042,244.23
agm081526866,CaEr2ZrN4,8,251.62,1.9038,461.07
agm083361555,BaSr4Li3,8,6.68,0.2676,282.21
agm006907718,KRbHClO,5,322.19,2.0389,504.43
agm004873137,TbZn2PN4,8,325.84,1.4056,664.4
agm004812354,Na2LaTbO4,8,332.58,2.4325,502.33
agm003624079,YHS2,8,250.06,1.2535,582.3
agm003618469,ScHO2,8,664.56,1.87,1103.98
agm005954813,PN2F5,8,703.84,1.5925,1357.19
agm004834988,K2HfTe4Pb,8,89.61,1.0086,247.17
agm082326653,KGdTe2,4,113.05,1.2054,247.79
agm066739392,RbInGeO4,7,340.73,1.834,612.6
agm005725044,KSiH3,5,394.42,1.0754,1007.7
agm158288485,KRbAcNdTe4,8,104.12,1.267,229.34
agm077816224,CaCeSm2N4,8,265.4,1.9825,432.83
agm103029432,KRbBr2,8,207.01,2.176,308.78
agm004995866,TlHgAuS2,10,77.47,0.8044,268.77
agm002859272,NaVN2,8,497.6,1.729,869.14
agm040699755,CsK(HoTe2)2,8,102.12,1.2056,234.94
agm123247545,CdCuAgI4,7,102.38,0.988,301.92
agm118308730,Lu2SO2,5,273.19,2.0482,426.19
agm002275253,CeGa5Ir,7,62.31,0.6123,309.94
agm080424884,CuAg3I4,8,105.55,0.9138,300.87
agm002145910,Cu2MoSe4,7,91.16,0.6887,406.45
agm064730597,Na3MnCl6,10,355.39,2.076,572.07
agm041751062,Na2MnCl6,9,384.21,1.978,591.97
agm078212328,Ca2SnPbSe4,8,139.43,1.1298,310.5
agm005480781,BeFe2,6,52.25,0.406,611.61
agm005189054,PrThTlIn,4,31.26,0.541,196.19
agm003201845,P2Pd,6,9.97,0.256,515.59
agm003160684,NbSbRu,3,59.66,0.6164,304.67
agm002176744,LuZnPO,8,187.97,1.2256,438.47
agm098451577,CsGaSnSe4,7,131.33,1.1854,293.06
agm005681479,NbGaPt,3,58.27,0.6267,292.05
agm005245097,TeW2Se3,6,31.43,0.4367,311.44
agm003603571,PrSeBr,6,153.77,1.5066,289.44
agm002301370,BaNa2GeO4,8,383.4,2.197,607.61
agm157809295,CsCaAsO4,7,299.87,1.8205,498.65
agm089623707,SmTl2BiSe4,8,92.36,1.0624,238.34
agm052696469,TbThZn4,6,41.01,0.511,281.84
agm002343176,MgTiAlIr,4,77.27,0.664,363.1
agm039845592,BaSr2PbSe4,8,133.73,1.393,274.35
agm002304975,Gd(CoP)2,5,102.45,0.7575,407.63
agm019770304,TbSnPO,8,191.39,1.4872,388.32
agm088791701,RbCdAsO4,7,280.99,1.807,503.56
agm038959103,Rb2HfZnO4,8,346.0,2.215,504.44
agm084200606,Se,3,7.46,0.25,425.05
agm087910127,Na2Zn2O3,7,480.14,2.1387,711.22
agm103167129,Pm4Zn3Cu,8,45.36,0.5656,258.89
agm137874470,KSr2GaO4,8,384.98,2.2048,594.93
agm096551770,Rb2TiSnO4,8,297.68,2.173,485.81
agm111308987,BeSnHgSe4,7,123.49,0.886,369.72
agm003283311,TiGaTc,3,48.54,0.466,385.86
agm004811890,Rb2PrErO4,8,289.64,2.389,423.62
agm004812571,Cs2AcNdO4,8,210.73,2.1246,332.12
agm002272649,FeGeMo,3,40.98,0.439,398.57
agm134064515,MgZr4In3,8,39.44,0.4908,294.45
agm026273508,KRb(SmTe2)2,8,108.84,1.2445,241.56
agm002300359,NdCdPO,8,207.82,1.51,406.37
agm109202632,RbSrAs,6,115.51,1.0964,277.87
agm012448677,LaPr2NdSm4,8,5.56,0.28,200.3
agm012858596,Ti2MnCuSb2,6,63.74,0.5527,375.79
agm070172625,NpGeCl6,8,240.24,1.5775,417.69
agm003434640,Tb3InHg2,6,49.22,0.6952,199.75
agm098962720,La2Pr4NdSm,8,5.29,0.2747,205.39
agm004864917,LaPr4Nd2Sm,8,4.72,0.2654,205.78
agm114126832,LaPr5NdSm,8,4.93,0.265,206.09
agm002217368,Tb2InHg,4,46.99,0.6987,203.29
agm005938727,PmDyO4,6,322.42,2.062,487.24
agm018142809,HfSnO4,6,320.72,1.879,550.38
agm013811314,KYSe2,8,184.7,1.627,339.61
agm120777941,TbNd3Sm3Y,8,6.11,0.2838,203.79
agm004825400,K2TbPmSe4,8,189.49,1.6742,304.65
agm002155915,KHoTe2,4,109.78,1.2175,250.47
agm020560166,KRb2TaSe4,8,136.6,1.4594,277.39
agm118472877,KAgSO4,7,391.92,1.5662,754.32
agm018534404,CsK2TaSe4,8,145.23,1.4213,285.98
agm103617445,KRb(AcTe2)2,8,106.12,1.276,217.6
agm091983325,SmY(TmCd2)2,8,29.31,0.501,224.82
agm109427999,K2LuBiTe4,8,90.7,1.0308,242.71
agm005967339,In4ICl3,8,139.32,1.3795,290.18
agm032260185,Cs2KNbO4,8,302.58,2.338,471.37
agm033849973,Hf2ZrC3,6,217.49,1.366,426.62
agm002204875,SrCaCl4,6,308.36,2.2165,467.6
agm038723407,AcPr2NdZn4,8,40.22,0.5394,243.03
agm004850325,NaSmCd2O4,8,299.07,2.113,489.47
agm003415846,K3I2Cl,6,183.78,2.056,312.62
agm004832019,Rb2ErTmTe4,8,102.01,1.2107,233.48
agm005187673,PmThTlHg,4,34.57,0.607,185.07
agm077933903,In4IBr3,8,116.87,1.2445,258.8
agm069865873,CeTaRh6,8,71.34,0.6865,293.7
agm104359478,RbTl2In(BrCl)2,8,131.64,1.69,260.69
agm003191276,Ba2AuBr,4,136.09,1.924,222.28
agm040581762,LiHo4CuIr2,8,69.79,0.7643,237.87
agm115384555,Rb2DyLuTe4,8,96.91,1.1834,237.23
agm081273872,La3Tb2Pr2Y,8,5.88,0.2792,208.37
agm092574891,RbTl2InI4,8,94.47,1.33,210.28
agm025283620,La2Tb(PrY)2,7,7.92,0.3053,217.27
agm005627482,NaTl2F3,6,262.58,2.6224,382.74
agm011692920,Tl2Pt(ICl)2,7,114.88,1.213,244.16
agm083895165,Ca4Te2AsCl,8,191.99,1.4965,351.88
agm002258352,Pr3FeC4,8,185.09,1.144,441.61
agm067271087,PmIBr2,8,136.75,1.3987,268.5
agm136663188,Li2DyBiSe4,8,142.34,1.375,331.2
agm003441039,Cs2NiCl4,7,211.57,2.047,349.76
agm011692156,Cs2PdI3Br,7,123.08,1.5775,234.36
agm003707759,NaSnCl3,10,256.23,1.7935,437.45
agm002061378,CdBrF,6,246.34,1.9438,425.4
agm004775842,CsRb2InBr4,8,153.38,1.9667,264.39
agm023186483,AcMn2(FeGe)2,7,62.93,0.5929,352.94
agm003559587,K4Br3Cl,8,239.33,2.221,367.07
agm005697678,SmBr2Cl,8,140.72,1.2968,299.78
agm035947290,LaY(CdHg2)2,8,47.0,0.6705,211.98
agm005742808,ZnGaF5,7,514.14,2.275,769.13
agm098380980,Eu2PbSe3,6,106.19,1.126,259.55
agm081131872,PtPbCl6,8,147.47,1.027,400.52
agm002148184,BaTbF5,7,241.03,1.6828,449.13
agm002149271,SrCuTeF,8,152.37,1.219,377.72
agm100708689,Gd4Te3Pb,8,94.25,1.1118,230.18
agm077867825,SrLa2CeAs4,8,133.41,1.2512,288.65
agm002233960,CsCd4P3,8,73.71,0.7053,298.34
agm136242565,YTl(PbSe2)2,8,87.69,0.8575,254.37
agm128815966,NaCdClF2,5,394.35,2.533,593.59
agm003263465,ErAgTe2,8,67.42,0.7756,258.08
agm117959715,KMnF6,8,569.47,2.7356,766.0
agm076135785,LaSbF6,8,350.15,2.0386,538.15
agm002210421,NaCrF6,8,614.73,2.557,938.36
agm002269996,PuMnF6,8,396.23,2.5585,587.12
agm002315267,YbSnSe2,4,116.85,1.168,280.57
agm150894586,CsRbErBiSe4,8,127.88,1.3255,266.16
agm014559519,HfNiF6,8,433.6,2.3875,668.17
agm078333599,LaTl(PbSe2)2,8,81.48,0.8845,244.83
agm001017963,FeClF,6,388.59,1.816,648.46
agm004760022,Rb2CaCl3F,7,291.81,2.5206,402.03
agm077886376,Rb2BrF5,8,345.97,2.5014,524.66
agm154884501,Pr3Nd3DyHo,8,6.94,0.2935,203.25
agm003201735,SmSF,6,203.62,1.5154,378.14
agm006033227,Hg2PdF4,7,242.63,1.7818,421.2
agm005856352,Ac2TeF4,7,193.73,1.7752,319.53
agm002363069,SrOsF6,8,368.2,2.3634,552.36
agm069468314,RbIF6,8,350.02,2.266,541.08
agm001238849,LiLuC,3,189.42,1.0947,435.2
agm006916145,BaMgSbH,8,128.96,0.988,366.11
agm002196006,Sc2Al3Cu,12,52.56,0.4412,483.91
agm007518002,SrZnAsH,8,155.71,1.0362,421.1
agm126128195,Rb3Cl2F,6,257.01,2.602,368.62
agm014541156,PuZnF6,8,403.28,2.5135,581.33
agm113869620,RbBrF4,6,375.11,2.131,577.63
agm007591350,KCdHSe,8,210.99,1.3079,428.34
agm002126928,RbAu,2,78.26,1.1346,194.09
agm006080090,Rb3PaTe4,8,94.01,1.186,229.91
agm069130067,HfCuBr6,8,182.66,1.474,356.94
agm099213923,TlRuF6,8,347.65,2.026,562.19
agm010090363,Hf2(ZnGa)3,8,41.73,0.4915,320.22
agm103417163,NaBrF4,6,497.37,2.0815,731.15
agm062090114,Al5FeRh6,12,72.52,0.5899,393.08
agm002270215,RuRhF6,8,386.29,1.816,706.07
agm003449073,K2PbI4,7,116.75,1.453,239.17
agm003411802,Sc2Ga3Pt,6,79.05,0.6768,339.97
agm004851695,RbLi2TaSe4,8,192.28,1.582,363.1
agm002799464,BeSiP2,8,186.15,0.6595,809.51
agm003557798,Na3LiI4,8,205.46,1.7957,346.2
agm138677298,KLaPmInTe4,8,98.09,1.0533,244.48
agm117136286,TlHSe,6,100.71,0.895,297.55
agm004762777,K2TlInTe4,8,84.34,0.9438,235.6
